district_name,N,P,K,temperature,ph,rainfall,label,yield,NPK_total,recommended_crop,expected_yield,log_yield,log_expected_yield
7,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.3,172.04000000000002,POTATO,0.24,0.26236426446749106,0.2151113796169455
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.33,172.04000000000002,ONION,0.5,0.2851789422336624,0.4054651081081644
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.42,172.04000000000002,BAJRA,0.45499999999999996,0.35065687161316933,0.3750059006234558
0,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.33,172.04000000000002,POTATO,0.33,0.2851789422336624,0.2851789422336624
22,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.23,172.04000000000002,POTATO,0.4,0.20701416938432612,0.33647223662121295
7,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.37,172.04000000000002,POTATO,0.24,0.31481073984003355,0.2151113796169455
35,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.4,172.04000000000002,POTATO,0.45,0.33647223662121295,0.37156355643248307
28,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.67,172.04000000000002,BAJRA,0.5,0.5128236264286637,0.4054651081081644
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.47,172.04000000000002,BAJRA,0.45499999999999996,0.3852624007906449,0.3750059006234558
5,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.22,172.04000000000002,POTATO,0.42,0.1988508587451652,0.35065687161316933
18,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.44,172.04000000000002,POTATO,0.44,0.36464311358790924,0.36464311358790924
18,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.04,172.04000000000002,POTATO,0.44,0.039220713153281295,0.36464311358790924
4,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.39,172.04000000000002,POTATO,0.39,0.3293037471426004,0.3293037471426004
18,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.23,172.04000000000002,POTATO,0.44,0.20701416938432612,0.36464311358790924
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.43,172.04000000000002,PIGEONPEAS,0.23,0.3576744442718159,0.20701416938432612
28,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.43,172.04000000000002,BAJRA,0.5,0.3576744442718159,0.4054651081081644
14,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.33,172.04000000000002,ORANGE,0.43,0.2851789422336624,0.3576744442718159
5,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.42,172.04000000000002,POTATO,0.42,0.35065687161316933,0.35065687161316933
30,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.37,172.04000000000002,POTATO,0.445,0.31481073984003355,0.36810932156439546
26,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.37,172.04000000000002,BAJRA,0.37,0.31481073984003355,0.31481073984003355
21,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.56,172.04000000000002,POTATO,0.365,0.44468582126144574,0.31115442863692305
27,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.44,172.04000000000002,POTATO,0.45999999999999996,0.36464311358790924,0.37843643572024505
7,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.04,172.04000000000002,POTATO,0.24,0.039220713153281295,0.2151113796169455
22,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.47,172.04000000000002,POTATO,0.4,0.3852624007906449,0.33647223662121295
9,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.44,172.04000000000002,POTATO,0.375,0.36464311358790924,0.3184537311185346
22,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.42,172.04000000000002,POTATO,0.4,0.35065687161316933,0.33647223662121295
27,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.69,172.04000000000002,POTATO,0.45999999999999996,0.5247285289349821,0.37843643572024505
8,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.07,172.04000000000002,POTATO,0.5349999999999999,0.06765864847381481,0.4285303810391604
21,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.33,172.04000000000002,POTATO,0.365,0.2851789422336624,0.31115442863692305
8,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.5,172.04000000000002,POTATO,0.5349999999999999,0.4054651081081644,0.4285303810391604
19,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.5,172.04000000000002,POTATO,0.44,0.4054651081081644,0.36464311358790924
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.49,172.04000000000002,BAJRA,0.45499999999999996,0.3987761199573678,0.3750059006234558
22,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.18,172.04000000000002,POTATO,0.4,0.16551443847757338,0.33647223662121295
6,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.5,172.04000000000002,POTATO,0.5,0.4054651081081644,0.4054651081081644
13,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.03,172.04000000000002,POTATO,0.4,0.0295588022415444,0.33647223662121295
35,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.5,172.04000000000002,POTATO,0.45,0.4054651081081644,0.37156355643248307
15,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.25,172.04000000000002,POTATO,0.31,0.22314355131420976,0.27002713721306015
14,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.43,172.04000000000002,ORANGE,0.43,0.3576744442718159,0.3576744442718159
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.67,172.04000000000002,ONION,0.5,0.5128236264286637,0.4054651081081644
11,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.6,172.04000000000002,POTATO,0.5,0.4700036292457355,0.4054651081081644
11,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.5,172.04000000000002,POTATO,0.5,0.4054651081081644,0.4054651081081644
30,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.51,172.04000000000002,POTATO,0.445,0.412109650826833,0.36810932156439546
13,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.4,172.04000000000002,POTATO,0.4,0.33647223662121295,0.33647223662121295
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.42,172.04000000000002,ONION,0.5,0.35065687161316933,0.4054651081081644
20,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.4,172.04000000000002,POTATO,0.8,0.33647223662121295,0.5877866649021191
11,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.4,172.04000000000002,POTATO,0.5,0.33647223662121295,0.4054651081081644
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.23,172.04000000000002,PIGEONPEAS,0.23,0.20701416938432612,0.20701416938432612
8,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.7,172.04000000000002,POTATO,0.5349999999999999,0.5306282510621704,0.4285303810391604
27,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.48,172.04000000000002,POTATO,0.45999999999999996,0.3920420877760237,0.37843643572024505
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.92,172.04000000000002,ONION,0.5,0.6523251860396903,0.4054651081081644
26,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.48,172.04000000000002,BAJRA,0.37,0.3920420877760237,0.31481073984003355
20,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.8,172.04000000000002,POTATO,0.8,0.5877866649021191,0.5877866649021191
10,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.22,172.04000000000002,POTATO,0.355,0.1988508587451652,0.3038014543316642
24,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.5,172.04000000000002,POTATO,0.5,0.4054651081081644,0.4054651081081644
2,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,1.0,172.04000000000002,POTATO,1.0,0.6931471805599453,0.6931471805599453
35,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,1.0,172.04000000000002,POTATO,0.45,0.6931471805599453,0.37156355643248307
30,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.43,172.04000000000002,POTATO,0.445,0.3576744442718159,0.36810932156439546
15,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.43,172.04000000000002,POTATO,0.31,0.3576744442718159,0.27002713721306015
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.2,172.04000000000002,PIGEONPEAS,0.23,0.18232155679395465,0.20701416938432612
4,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.4,172.04000000000002,POTATO,0.39,0.33647223662121295,0.3293037471426004
14,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.57,172.04000000000002,ORANGE,0.43,0.4510756193602167,0.3576744442718159
9,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.38,172.04000000000002,POTATO,0.375,0.32208349916911333,0.3184537311185346
21,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.17,172.04000000000002,POTATO,0.365,0.15700374880966475,0.31115442863692305
21,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.4,172.04000000000002,POTATO,0.365,0.33647223662121295,0.31115442863692305
18,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.65,172.04000000000002,POTATO,0.44,0.5007752879124893,0.36464311358790924
5,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.21,172.04000000000002,POTATO,0.42,0.1906203596086497,0.35065687161316933
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.53,172.04000000000002,ONION,0.5,0.4252677354043441,0.4054651081081644
30,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.46,172.04000000000002,POTATO,0.445,0.3784364357202451,0.36810932156439546
30,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.57,172.04000000000002,POTATO,0.445,0.4510756193602167,0.36810932156439546
8,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.57,172.04000000000002,POTATO,0.5349999999999999,0.4510756193602167,0.4285303810391604
33,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.25,172.04000000000002,POTATO,0.25,0.22314355131420976,0.22314355131420976
15,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.04,172.04000000000002,POTATO,0.31,0.039220713153281295,0.27002713721306015
35,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.33,172.04000000000002,POTATO,0.45,0.2851789422336624,0.37156355643248307
15,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.31,172.04000000000002,POTATO,0.31,0.27002713721306015,0.27002713721306015
32,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.44,172.04000000000002,BAJRA,0.45499999999999996,0.36464311358790924,0.3750059006234558
29,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.05,172.04000000000002,ONION,0.5,0.04879016416943201,0.4054651081081644
9,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,0.37,172.04000000000002,POTATO,0.375,0.31481073984003355,0.3184537311185346
20,78.12,49.75,44.17,25.91513406,6.5,819.1890095,APPLE,1.0,172.04000000000002,POTATO,0.8,0.6931471805599453,0.5877866649021191
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,180.86,188.06,BAJRA,109.465,5.203237160297767,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,183.26,188.06,BAJRA,109.465,5.216347803680786,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,238.46,188.06,BAJRA,109.465,5.478386388288698,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,215.7,188.06,BAJRA,109.465,5.378513908542313,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,196.52,188.06,BAJRA,109.465,5.285839845036924,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.66,188.06,BAJRA,109.465,0.9783261227936076,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,165.77,188.06,BAJRA,109.465,5.116615617633488,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.87,188.06,BAJRA,109.465,1.0543120297715298,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,186.6,188.06,BAJRA,109.465,5.234312036572124,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.37,188.06,BAJRA,109.465,0.8628899551470398,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,136.86,188.06,BAJRA,109.465,4.926238677457506,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.38,188.06,BAJRA,109.465,0.8671004876833833,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,138.06,188.06,BAJRA,109.465,4.934905494670872,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.18,188.06,BAJRA,109.465,0.7793248768009976,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,118.06,188.06,BAJRA,109.465,4.779627567725244,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,0.82,188.06,BAJRA,109.465,0.598836501088704,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,81.79,188.06,BAJRA,109.465,4.416307281150715,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.23,188.06,BAJRA,109.465,0.8020015854720274,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,123.37,188.06,BAJRA,109.465,4.82326099366565,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.25,188.06,BAJRA,109.465,0.8109302162163288,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,124.52,188.06,BAJRA,109.465,4.832465108424777,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.08,188.06,BAJRA,109.465,0.7323678937132266,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,107.82,188.06,BAJRA,109.465,4.689695141057779,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.14,188.06,BAJRA,109.465,0.76080582903376,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,114.42,188.06,BAJRA,109.465,4.7485776492828204,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.26,188.06,BAJRA,109.465,0.8153648132841945,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,125.89,188.06,BAJRA,109.465,4.8433205694088235,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.4,188.06,BAJRA,109.465,0.8754687373538999,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,140.23,188.06,BAJRA,109.465,4.9503897670809724,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,0.69,188.06,BAJRA,109.465,0.5247285289349821,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,69.32,188.06,BAJRA,109.465,4.253056253376921,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.46,188.06,BAJRA,109.465,0.9001613499442714,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,146.19,188.06,BAJRA,109.465,4.991724269204496,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,117.5,188.06,BAJRA,109.465,4.774912960575186,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.45,188.06,BAJRA,109.465,0.8960880245566356,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,144.57,188.06,BAJRA,109.465,4.980657070576569,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.21,188.06,BAJRA,109.465,0.7929925155296614,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,121.22,188.06,BAJRA,109.465,4.80582269946677,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.11,188.06,BAJRA,109.465,0.7466879474879752,4.704698728702992
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,111.11,188.06,BAJRA,109.465,4.719480532165502,4.704698728702992
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,112.34,188.06,POTATO,37.84,4.730392150741473,3.659450643423124
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,193.38,188.06,BAJRA,250.96,5.269815006075325,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,333.92,188.06,BAJRA,250.96,5.813891697336231,5.529270344753728
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,143.78,188.06,BAJRA,146.89,4.975215348864995,4.996468754178678
31,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,15.73,188.06,BANANA,10.33,2.8172035149987327,2.427454075039915
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,214.53,188.06,BAJRA,208.33,5.3731001109917225,5.343911954106429
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,310.53,188.06,BAJRA,208.33,5.741495641776368,5.343911954106429
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,41.31,188.06,POTATO,37.84,3.7450234647319762,3.659450643423124
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,283.18,188.06,BAJRA,250.96,5.64960784020993,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,317.81,188.06,BAJRA,250.96,5.7645953140527135,5.529270344753728
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,231.79,188.06,BAJRA,146.89,5.450136759608216,4.996468754178678
31,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,8.99,188.06,BANANA,10.33,2.301584592660462,2.427454075039915
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,253.93,188.06,BAJRA,208.33,5.540988997669792,5.343911954106429
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,289.47,188.06,BAJRA,208.33,5.671500300735477,5.343911954106429
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,230.25,188.06,POTATO,37.84,5.443499376392535,3.659450643423124
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,270.59,188.06,BAJRA,250.96,5.604293576155459,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,315.76,188.06,BAJRA,250.96,5.7581443893422115,5.529270344753728
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,181.22,188.06,BAJRA,146.89,5.205214748285712,4.996468754178678
31,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,11.67,188.06,BANANA,10.33,2.5392369943330477,2.427454075039915
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,184.83,188.06,BAJRA,208.33,5.224832277285559,5.343911954106429
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,208.33,188.06,BAJRA,208.33,5.343911954106429,5.343911954106429
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,174.67,188.06,POTATO,37.84,5.168607235025291,3.659450643423124
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,271.66,188.06,BAJRA,250.96,5.608225597757984,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,305.13,188.06,BAJRA,250.96,5.72400984833617,5.529270344753728
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,174.68,188.06,BAJRA,146.89,5.168664158321166,4.996468754178678
31,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,21.5,188.06,BANANA,10.33,3.1135153092103742,2.427454075039915
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,272.0,188.06,BAJRA,208.33,5.60947179518496,5.343911954106429
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,100.0,188.06,BAJRA,208.33,4.61512051684126,5.343911954106429
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,122.86,188.06,POTATO,37.84,4.819151895509915,3.659450643423124
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,293.4,188.06,BAJRA,250.96,5.684939386854721,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,314.29,188.06,BAJRA,250.96,5.7534928502218605,5.529270344753728
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,151.23,188.06,BAJRA,146.89,5.025392535071163,4.996468754178678
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,225.82,188.06,BAJRA,208.33,5.4241567513871844,5.343911954106429
32,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,250.0,188.06,BAJRA,208.33,5.5254529391317835,5.343911954106429
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,0.26,188.06,POTATO,37.84,0.23111172096338664,3.659450643423124
0,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,25.58,188.06,POTATO,37.84,3.2801590532850993,3.659450643423124
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,2.76,188.06,BAJRA,250.96,1.324418957401803,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,3.31,188.06,BAJRA,250.96,1.4609379041156565,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,275.99,188.06,BAJRA,250.96,5.623981404452646,5.529270344753728
26,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,330.77,188.06,BAJRA,250.96,5.804441957755378,5.529270344753728
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,1.79,188.06,BAJRA,146.89,1.0260415958332743,4.996468754178678
29,92.43,47.28,48.35,29.6,6.52,1240.0,BAJRA,179.02,188.06,BAJRA,146.89,5.19306795582894,4.996468754178678
31,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,0.25,188.06,BANANA,10.33,0.22314355131420976,2.427454075039915
31,92.43,47.28,48.35,25.91513406,6.52,819.1890095,BAJRA,25.0,188.06,BANANA,10.33,3.258096538021482,2.427454075039915
