district_name,N,P,K,temperature,ph,rainfall,label,yield,Area,Production,Season
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,4.719480532165502,85512.61,3525877.61,1
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.878743677043863,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,6.041729813255532,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.52533341007612,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.600937311364024,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.551834921717229,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.70871906161665,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.61247095620561,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.867911773479654,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.699752828474039,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,6.046118438359029,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,6.671830393303194,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.501258210544727,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.481055503227208,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.595268845006967,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.022893191491757,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.62924053973028,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.5216989981260935,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.8960880245566356,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,6.018033447150127,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.882960205916445,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.986684073273742,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.33500106673234,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.3862943611198906,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.0043016091968684,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.63714397232299,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.707110264748875,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.157502369905808,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.2383742310432684,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.324418957401803,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.0296194171811583,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.506387888364725,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.62278931544667,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.198497031265826,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.383791230901772,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.5173226235262949,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.9932517730102834,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.703949127435522,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.879023467762233,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.14166355650266,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.2029723039923526,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.4398351280479205,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.456730378290316,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.778580684731388,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.145107910297529,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.118414915964289,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.332366019094335,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.333298335443282,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.635789103502333,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.14999135701204,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.208960345836975,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.269760544863939,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.464213088260122,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.548180742561628,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.137150463826479,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.3297240096314962,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.637393353325012,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.631390977234442,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.1969481893889715,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.2412685890696329,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.982078472412158,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.4449685668737295,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.508497251470388,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.121997761949716,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.405016985207093,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.443023587547295,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.0784095813505905,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.3029127521808397,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.274485633294691,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.593744369447264,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.1786549963416462,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.7701082216960736,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.422524170002223,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.764990477435532,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.9400072584914712,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.0402767116551463,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.5071591331513865,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.056882545261575,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.216727629508083,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.9282193027394288,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.043804052173115,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.8878912573524571,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.039870419364591,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.220085518278463,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.96884060443921,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.4824261492442927,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.7466879474879752,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.14424522067556,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.714741822417382,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.904218150639886,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.0188473201992472,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.997617597014952,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.993895970091957,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.1813340110622175,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.1537315878891892,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.8712933659434192,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.0367368849500225,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.382980154426746,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.942998645380444,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.211396894517336,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,7.041849013462836,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.7275486072772778,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.9122827104766162,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,11.646153061453376,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.680463170023523,900.0,3855675.0,4
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,5.0125002207057685,900.0,3855675.0,4
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.619763188290992,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.463280805795784,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.413040688203051,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.196561457593649,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.557868912870078,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.0944861262662,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.6701148746284735,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.423098083445343,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.740138046398576,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.43986033065764,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.6418538861723948,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.184789984909162,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.5125065011246726,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.431010908273502,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.598836501088704,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.0296194171811583,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.418358563921272,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.199877293734784,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.6312717768418579,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.9001613499442714,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.489310299893557,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.9930142853388535,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.7227059828014898,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.9707789171582248,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.669177315962384,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.10455056206934,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.8285518175661483,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.86422127564072,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.242487481587366,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.491105229700119,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.294861401574647,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.6678293725756554,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.562680134367139,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.166841003759651,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.7466879474879752,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.0508216248317612,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.719034442137138,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.29219868553986,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.5538851132264376,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.043804052173115,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.313212318673522,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.218407983319735,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.6151856390902335,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.1118575154181305,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.456554161659308,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.321887398060468,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.0331844833456545,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.513602992462601,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.204720717810452,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.7701082216960736,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.924258901523332,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.7622594012308666,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.032918502336713,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.6780335427498971,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.1662709371419244,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.5872098606110985,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.402902581738111,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.7929925155296614,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.085189268335969,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.8016411658864655,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.2836097376757625,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.7747271675523681,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.0367368849500225,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.772462703762286,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.209486152841421,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.0188473201992472,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.799914262780603,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.1813340110622175,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.904218150639886,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.0473189942805592,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,4.996468754178678,29208.38,18340706.17,1
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,5.224240163151721,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.330733340286331,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.7709201644501458,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.0353020215883175,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.214642950244135,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.61512051684126,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.5596157879354227,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.9318256327243257,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.5481214085096876,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.3074846997479606,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.6043159668533296,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.071246510976124,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.30040977200156,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.3220834991691133,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.110873864173311,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.151039905898646,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.4317824164255378,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.044522437723423,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.4252677354043441,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.5877866649021191,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.4054651081081644,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.620600613360642,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.610917912644224,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.1397619423751586,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.801091444720864,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.987872317711584,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,4.00460218672124,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,2.796061078424924,29208.38,18340706.17,1
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,3.964994890194252,29208.38,18340706.17,1
