district_name,N,P,K,temperature,ph,rainfall,label,yield
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,125.89
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.4
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,140.23
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,0.69
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,69.32
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.46
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,146.19
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,117.5
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.45
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,144.57
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.21
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,121.22
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,1.11
25,92.43,47.28,48.35,37.22222222,6.52,800.0,BAJRA,111.11
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,356.36
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,419.62
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,249.97
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,269.68
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,256.71
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,109.91
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,272.82
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,352.51
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,108.92
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,421.47
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,788.84
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,244.0
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,239.1
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,268.15
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,150.85
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,4.1
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,3.58
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.45
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,409.77
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,357.87
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,145.45
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.8
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,3.0
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.73
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,279.66
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,300.0
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,172.73
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.45
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.76
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.8
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,245.26
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,275.66
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,180.0
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.99
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,3.56
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.7
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,299.05
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,356.46
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,170.0
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.33
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,3.22
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,233.33
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,322.3
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,170.59
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.06
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.79
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,206.12
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,279.28
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,171.43
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.35
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.56
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,235.09
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,255.77
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,169.23
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.78
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,279.73
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,278.05
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.31
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.46
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.67
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,230.59
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,245.78
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,166.67
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,221.52
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,230.14
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.94
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.68
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,194.29
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,267.74
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.25
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.16
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,225.45
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,116.33
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.56
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.83
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,245.45
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,156.1
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,183.33
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.53
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.84
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.43
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,153.45
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,183.95
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,142.86
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,0.62
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.11
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,62.07
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,110.58
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.47
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.77
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,147.06
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,146.51
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,176.92
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,2.17
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.39
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.82
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,216.67
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,139.19
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,182.35
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1142.5
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.07
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,1.49
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,114250.0
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,106.82
25,135.0,70.0,49.66,25.91513406,6.61,819.1890095,BANANA,149.28
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,100.47
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,234.87
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,81.52
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,179.65
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,94.38
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,162.12
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,105.71
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,225.58
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,113.45
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,229.41
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.9
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,2.27
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,90.15
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,227.38
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.82
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.8
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,81.96
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,180.25
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.88
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.46
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,88.06
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,146.38
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.06
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.64
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,105.61
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,163.77
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.29
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,128.57
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,188.14
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,88.22
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,198.31
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.95
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,94.84
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,174.36
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.11
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.86
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,111.06
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,197.78
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.74
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.84
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,73.68
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,183.64
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.85
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,2.04
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,85.19
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,203.77
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.81
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,90.25
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,181.13
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.16
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.52
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,116.01
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,152.38
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,0.97
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,2.21
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,97.22
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,221.05
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.21
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.96
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,120.71
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,196.08
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.17
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.82
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,117.21
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,182.0
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.77
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,120.5
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,176.92
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.47
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,1.85
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,146.89
25,29.41,41.44,27.88,30.0,6.51,800.0,BLACKGRAM,184.72
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,75.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,42.42
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,55.56
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,66.67
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,100.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.75
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,50.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.73
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.36
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.83
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,57.63
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,72.73
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.38
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,60.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,62.5
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.54
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,20.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.53
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.8
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.5
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,36.36
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,36.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,0.15
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,43.75
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,52.94
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,53.85
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,15.38
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,51.72
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,CHILLIES,33.33
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,0.25
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,0.26
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,0.35
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,0.18
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,28.57
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,23.08
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,25.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,23.81
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,20.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COCONUT,78.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,COTTON,22.22
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,25.61
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,35.94
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,30.43
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,63.38
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.49
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,48.72
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.44
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,76.09
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.51
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,15.34
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.53
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,101.47
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.76
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.3
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,38.04
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,51.56
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,0.5
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GRAPES,52.78
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,75.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,42.98
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,58.68
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,73.24
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,80.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,68.28
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,0.19
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,38.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,16.67
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,57.14
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,61.45
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,0.6
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,0.43
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,42.77
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,0.75
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,GROUNDNUT,0.04
25,30.0,40.0,20.0,15.0,6.0,700.0,Gram,355.70831993606816
25,35.0,40.0,20.0,15.0,6.0,700.0,Gram,355.70831993606816
25,40.0,40.0,20.0,15.0,6.0,700.0,Gram,355.70831993606816
25,30.0,45.0,25.0,20.0,6.5,800.0,Gram,355.70831993606816
25,35.0,45.0,25.0,20.0,6.5,800.0,Gram,355.70831993606816
25,40.0,45.0,25.0,20.0,6.5,800.0,Gram,355.70831993606816
25,30.0,50.0,30.0,15.0,7.0,900.0,Gram,355.70831993606816
25,35.0,50.0,30.0,15.0,7.0,900.0,Gram,355.70831993606816
25,40.0,50.0,30.0,15.0,7.0,900.0,Gram,355.70831993606816
25,30.0,40.0,25.0,20.0,7.5,700.0,Gram,355.70831993606816
25,35.0,40.0,25.0,20.0,7.5,700.0,Gram,355.70831993606816
25,40.0,40.0,25.0,20.0,7.5,700.0,Gram,355.70831993606816
25,30.0,45.0,30.0,15.0,6.0,800.0,Gram,355.70831993606816
25,35.0,45.0,30.0,15.0,6.0,800.0,Gram,355.70831993606816
25,40.0,45.0,30.0,15.0,6.0,800.0,Gram,355.70831993606816
25,30.0,50.0,20.0,20.0,6.5,900.0,Gram,355.70831993606816
25,35.0,50.0,20.0,20.0,6.5,900.0,Gram,355.70831993606816
25,40.0,50.0,20.0,20.0,6.5,900.0,Gram,355.70831993606816
25,30.0,40.0,30.0,15.0,7.0,700.0,Gram,355.70831993606816
25,35.0,40.0,30.0,15.0,7.0,700.0,Gram,355.70831993606816
25,40.0,40.0,30.0,15.0,7.0,700.0,Gram,355.70831993606816
25,30.0,45.0,20.0,20.0,7.5,800.0,Gram,355.70831993606816
25,35.0,45.0,20.0,20.0,7.5,800.0,Gram,355.70831993606816
25,40.0,45.0,20.0,20.0,7.5,800.0,Gram,355.70831993606816
25,30.0,50.0,25.0,15.0,6.0,900.0,Gram,355.70831993606816
25,35.0,50.0,25.0,15.0,6.0,900.0,Gram,355.70831993606816
25,40.0,50.0,25.0,15.0,6.0,900.0,Gram,355.70831993606816
25,20.0,30.0,20.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,25.0,30.0,20.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,30.0,30.0,20.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,20.0,35.0,25.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,25.0,35.0,25.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,30.0,35.0,25.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,20.0,40.0,30.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,25.0,40.0,30.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,30.0,40.0,30.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,20.0,30.0,25.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,25.0,30.0,25.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,30.0,30.0,25.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,20.0,35.0,30.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,25.0,35.0,30.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,30.0,35.0,30.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,20.0,40.0,20.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,25.0,40.0,20.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,30.0,40.0,20.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,20.0,30.0,30.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,25.0,30.0,30.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,30.0,30.0,30.0,25.0,5.5,700.0,Groundnut,355.70831993606816
25,20.0,35.0,20.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,25.0,35.0,20.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,30.0,35.0,20.0,30.0,6.0,800.0,Groundnut,355.70831993606816
25,20.0,40.0,25.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,25.0,40.0,25.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,30.0,40.0,25.0,35.0,6.5,900.0,Groundnut,355.70831993606816
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,JOWAR,0.33
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,JOWAR,1.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,JOWAR,40.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,JOWAR,21.247272727272726
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,JOWAR,10.0
25,78.12,49.75,44.17,25.91513406,6.5,819.1890095,JOWAR,100.0
