district_name,N,P,K,temperature,humidity,ph,rainfall,label,yield
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,81.31
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,10325.72
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,25.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,42.42
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,65.44
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,206.63
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,30.64
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,117.13
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,KIDNEYBEANS,33.33
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,73.62
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,81.52
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,179.65
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,70.27
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,30.43
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,269.68
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,256.71
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,109.91
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,23.72
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,18.39
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,36.5
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,59.97
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,26.92
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,82.43
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,78.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,71.28
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JOWAR,10.0
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,183.26
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,12.54
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,11.11
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,159.98
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,9337.0
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,66.16
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,200.25
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,65.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,72.19
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,KIDNEYBEANS,10.0
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,113.73
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,94.38
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,162.12
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,94.12
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,73.14
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,272.82
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,352.51
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,108.92
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,34.81
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,15.98
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,42.74
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,25.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,33.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,89.71
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,20.19
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,81.48
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JOWAR,40.0
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,238.46
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,30.58
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,35.71
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,202.16
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,11729.36
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,57.63
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,52.94
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,66.37
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,244.75
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,87.25
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,73.03
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,107.45
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,105.71
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,225.58
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,22.22
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,35.13
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,421.47
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,788.84
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,244.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,28.91
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,16.8
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,24.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,28.57
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,20.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ORANGE,185.53
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,53.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COFFEE,100.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,82.86
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,215.7
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,25.99
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,25.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,212.78
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,9458.41
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,36.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,100.0
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,41.79
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,239.77
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,46.15
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,71.01
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,KIDNEYBEANS,20.0
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,85.56
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,113.45
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,229.41
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,71.43
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,44.77
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,239.1
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,268.15
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,150.85
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,15.34
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,25.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,19.23
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,23.81
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COTTON,20.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,84.38
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,196.52
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,7.14
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,66.67
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,18.75
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,33.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,93.88
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,291.93
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,10376.18
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,13.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,20.0
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,57.14
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,209.03
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,0.23
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,0.83
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,0.9
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.49
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,4.1
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,0.67
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,0.26
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,0.25
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,1.09
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,1.66
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,1.65
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.5
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,0.86
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.49
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,3.58
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,APPLE,0.23
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,0.75
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.67
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,1.51
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,2.27
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,1.45
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,108.25
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,23.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,83.49
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,86.48
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,90.15
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,227.38
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,48.57
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,49.09
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,409.77
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,357.87
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,145.45
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,66.67
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,26.09
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,22.73
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,24.68
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,109.09
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,165.77
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,75.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,31.25
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,22.22
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,164.79
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,10824.65
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,50.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,66.67
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,74.42
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,150.84
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,0.57
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,0.84
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,0.82
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.84
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,2.8
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,0.76
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,0.27
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,0.32
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,1.28
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,1.87
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,0.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,3.88
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.67
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,0.92
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,0.81
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.63
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,3.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,APPLE,0.44
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,2.02
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,1.8
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,1.73
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.62
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,117.88
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,57.14
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,83.53
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,81.42
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,81.96
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,180.25
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,84.38
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,63.12
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,279.66
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,300.0
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,172.73
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,76.09
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,26.92
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,44.44
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,32.23
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,128.3
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,186.6
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,33.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,31.25
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,50.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,388.41
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,11788.39
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,66.67
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,62.5
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,91.67
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,202.02
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,0.18
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,0.46
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,0.88
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.85
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,2.45
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,0.3
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,0.35
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,0.4
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,1.1
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,1.37
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,0.18
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,1.93
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.38
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,0.62
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,0.71
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.49
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,2.76
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,APPLE,0.29
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JOWAR,0.5
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,0.05
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,0.3
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.4
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,1.77
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,1.46
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,1.8
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.5
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,100.86
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,17.65
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,46.39
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,71.43
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,88.06
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,146.38
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,85.0
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,49.12
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,245.26
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,275.66
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,180.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,30.43
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,34.62
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,28.57
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,39.68
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,110.38
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JOWAR,50.0
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,136.86
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,5.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,17.65
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,30.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,35.71
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,17.65
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,192.86
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,10085.98
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,37.5
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,40.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,50.0
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,62.5
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,176.98
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,0.52
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,0.8
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,1.06
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,1.0
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,2.99
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,0.52
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,0.35
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,0.35
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,1.16
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,1.38
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,0.29
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,2.1
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.43
25,48.18,35.0,25.0,30.0,84.3,6.73,800.0,NIGER SEED,1.0
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,0.93
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.58
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,3.56
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,APPLE,0.43
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,0.17
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.43
25,91.76,53.12,49.74,17.22,84.3,6.73,800.0,SESAMUM,1.91
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,1.64
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,1.7
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.83
25,131.61,70.63,113.98,27.29,84.3,6.86,1242.86,POTATO,101.29
25,78.12,49.75,44.17,25.0,84.3,6.5,800.0,RICE,51.72
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,80.28
25,34.62,39.62,21.15,17.22,84.3,6.48,800.0,MOTHBEANS,93.22
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,105.61
25,29.41,41.44,27.88,30.0,84.3,6.51,800.0,BLACKGRAM,163.77
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,100.0
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,58.24
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,299.05
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,356.46
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,170.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GRAPES,51.56
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WATERMELON,35.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,JUTE,42.62
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,COCONUT,35.06
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,115.53
25,92.43,47.28,48.35,37.22,84.3,6.52,800.0,BAJRA,138.06
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,16.67
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SOYABEAN,29.41
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,35.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,33.33
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,ONION,210.26
