district_name,N,P,K,temperature,ph,rainfall,label,yield,Area,Production,Season,humidity
25,92.43,47.28,48.35,25.27,6.52,305.16,BAJRA,4.832465108424777,85512.61,3525877.61,1,38.64
25,92.43,47.28,48.35,30.86,6.52,327.03,BAJRA,0.7323678937132266,85512.61,3525877.61,1,49.61
25,92.43,47.28,48.35,34.4,6.52,492.62,BAJRA,4.689695141057779,85512.61,3525877.61,1,31.35
25,92.43,47.28,48.35,30.75,6.52,409.91,BAJRA,0.76080582903376,85512.61,3525877.61,1,40.37
25,92.43,47.28,48.35,28.88,6.52,493.16,BAJRA,4.7485776492828204,85512.61,3525877.61,1,33.59
25,92.43,47.28,48.35,31.43,6.52,386.5,BAJRA,0.8153648132841945,85512.61,3525877.61,1,49.41
25,92.43,47.28,48.35,29.58,6.52,362.36,BAJRA,4.843320569408824,85512.61,3525877.61,1,32.27
25,92.43,47.28,48.35,30.46,6.52,401.23,BAJRA,0.8754687373538999,85512.61,3525877.61,1,38.07
25,92.43,47.28,48.35,34.41,6.52,387.9,BAJRA,4.9503897670809724,85512.61,3525877.61,1,44.76
25,92.43,47.28,48.35,28.86,6.52,321.13,BAJRA,0.5247285289349821,85512.61,3525877.61,1,44.09
25,92.43,47.28,48.35,34.61,6.52,428.17,BAJRA,4.253056253376921,85512.61,3525877.61,1,38.45
25,92.43,47.28,48.35,34.05,6.52,343.21,BAJRA,0.9001613499442714,85512.61,3525877.61,1,36.93
25,92.43,47.28,48.35,26.96,6.52,423.92,BAJRA,4.991724269204496,85512.61,3525877.61,1,37.95
25,92.43,47.28,48.35,25.69,6.52,430.04,BAJRA,4.774912960575186,85512.61,3525877.61,1,35.29
25,92.43,47.28,48.35,26.01,6.52,330.4,BAJRA,0.8960880245566356,85512.61,3525877.61,1,34.11
25,92.43,47.28,48.35,25.18,6.52,312.27,BAJRA,4.980657070576569,85512.61,3525877.61,1,39.66
25,92.43,47.28,48.35,25.94,6.52,456.15,BAJRA,0.7929925155296614,85512.61,3525877.61,1,35.37
25,92.43,47.28,48.35,31.83,6.52,391.96,BAJRA,4.80582269946677,85512.61,3525877.61,1,35.75
25,92.43,47.28,48.35,25.71,6.52,311.63,BAJRA,0.7466879474879752,85512.61,3525877.61,1,43.14
25,92.43,47.28,48.35,28.19,6.52,498.97,BAJRA,4.719480532165502,85512.61,3525877.61,1,49.37
25,135.0,70.0,49.66,26.88,6.61,2000.0,BANANA,5.878743677043863,900.0,3855675.0,4,85.51
25,135.0,70.0,49.66,28.5,6.61,2000.0,BANANA,6.041729813255532,900.0,3855675.0,4,81.41
25,135.0,70.0,49.66,28.29,6.61,1779.77,BANANA,5.52533341007612,900.0,3855675.0,4,85.21
25,135.0,70.0,49.66,26.74,6.61,2000.0,BANANA,5.600937311364024,900.0,3855675.0,4,73.0
25,135.0,70.0,49.66,26.24,6.61,1588.14,BANANA,5.551834921717229,900.0,3855675.0,4,81.44
25,135.0,70.0,49.66,28.42,6.61,1913.67,BANANA,4.70871906161665,900.0,3855675.0,4,75.07
25,135.0,70.0,49.66,29.05,6.61,2000.0,BANANA,5.61247095620561,900.0,3855675.0,4,74.56
25,135.0,70.0,49.66,28.09,6.61,2000.0,BANANA,5.867911773479654,900.0,3855675.0,4,70.23
25,135.0,70.0,49.66,26.91,6.61,2000.0,BANANA,4.699752828474039,900.0,3855675.0,4,72.61
25,135.0,70.0,49.66,28.67,6.61,1777.89,BANANA,6.046118438359029,900.0,3855675.0,4,76.19
25,135.0,70.0,49.66,26.32,6.61,1998.19,BANANA,6.671830393303194,900.0,3855675.0,4,72.34
25,135.0,70.0,49.66,27.77,6.61,1829.53,BANANA,5.501258210544727,900.0,3855675.0,4,89.72
25,135.0,70.0,49.66,26.65,6.61,1940.6,BANANA,5.481055503227208,900.0,3855675.0,4,76.17
25,135.0,70.0,49.66,26.74,6.61,2000.0,BANANA,5.595268845006967,900.0,3855675.0,4,72.61
25,135.0,70.0,49.66,26.81,6.61,2000.0,BANANA,5.022893191491757,900.0,3855675.0,4,73.98
25,135.0,70.0,49.66,27.55,6.61,2000.0,BANANA,1.62924053973028,900.0,3855675.0,4,81.75
25,135.0,70.0,49.66,26.2,6.61,1703.51,BANANA,1.5216989981260935,900.0,3855675.0,4,71.28
25,135.0,70.0,49.66,27.59,6.61,2000.0,BANANA,0.8960880245566356,900.0,3855675.0,4,87.25
25,135.0,70.0,49.66,28.05,6.61,1559.76,BANANA,6.018033447150127,900.0,3855675.0,4,89.23
25,135.0,70.0,49.66,27.93,6.61,2000.0,BANANA,5.882960205916445,900.0,3855675.0,4,74.93
25,135.0,70.0,49.66,27.53,6.61,1829.07,BANANA,4.986684073273742,900.0,3855675.0,4,79.0
25,135.0,70.0,49.66,29.36,6.61,1814.59,BANANA,1.33500106673234,900.0,3855675.0,4,70.44
25,135.0,70.0,49.66,26.58,6.61,2000.0,BANANA,1.3862943611198906,900.0,3855675.0,4,82.81
25,135.0,70.0,49.66,28.02,6.61,2000.0,BANANA,1.0043016091968684,900.0,3855675.0,4,78.28
25,135.0,70.0,49.66,26.25,6.61,1547.78,BANANA,5.63714397232299,900.0,3855675.0,4,75.4
25,135.0,70.0,49.66,26.28,6.61,1852.23,BANANA,5.707110264748875,900.0,3855675.0,4,74.14
25,135.0,70.0,49.66,28.3,6.61,2000.0,BANANA,5.157502369905808,900.0,3855675.0,4,83.08
25,135.0,70.0,49.66,28.26,6.61,1896.05,BANANA,1.2383742310432684,900.0,3855675.0,4,78.32
25,135.0,70.0,49.66,29.51,6.61,1699.16,BANANA,1.324418957401803,900.0,3855675.0,4,73.59
25,135.0,70.0,49.66,28.23,6.61,1924.79,BANANA,1.0296194171811583,900.0,3855675.0,4,83.78
25,135.0,70.0,49.66,29.84,6.61,1885.55,BANANA,5.506387888364725,900.0,3855675.0,4,81.3
25,135.0,70.0,49.66,26.19,6.61,2000.0,BANANA,5.62278931544667,900.0,3855675.0,4,87.17
25,135.0,70.0,49.66,26.39,6.61,2000.0,BANANA,5.198497031265826,900.0,3855675.0,4,72.35
25,135.0,70.0,49.66,26.18,6.61,2000.0,BANANA,1.383791230901772,900.0,3855675.0,4,85.71
25,135.0,70.0,49.66,26.74,6.61,2000.0,BANANA,1.5173226235262949,900.0,3855675.0,4,83.47
25,135.0,70.0,49.66,28.17,6.61,1965.28,BANANA,0.9932517730102834,900.0,3855675.0,4,72.3
25,135.0,70.0,49.66,28.58,6.61,1558.24,BANANA,5.703949127435522,900.0,3855675.0,4,83.9
25,135.0,70.0,49.66,26.18,6.61,1762.27,BANANA,5.879023467762233,900.0,3855675.0,4,78.83
25,135.0,70.0,49.66,29.78,6.61,1936.07,BANANA,5.14166355650266,900.0,3855675.0,4,88.9
25,135.0,70.0,49.66,29.37,6.61,1656.9,BANANA,1.2029723039923526,900.0,3855675.0,4,72.83
25,135.0,70.0,49.66,27.19,6.61,2000.0,BANANA,1.4398351280479205,900.0,3855675.0,4,82.86
25,135.0,70.0,49.66,26.31,6.61,2000.0,BANANA,5.456730378290316,900.0,3855675.0,4,77.64
25,135.0,70.0,49.66,26.68,6.61,1768.29,BANANA,5.778580684731388,900.0,3855675.0,4,89.14
25,135.0,70.0,49.66,26.51,6.61,2000.0,BANANA,5.145107910297529,900.0,3855675.0,4,76.6
25,135.0,70.0,49.66,26.49,6.61,2000.0,BANANA,1.118414915964289,900.0,3855675.0,4,89.24
25,135.0,70.0,49.66,28.07,6.61,2000.0,BANANA,1.332366019094335,900.0,3855675.0,4,88.03
25,135.0,70.0,49.66,26.98,6.61,2000.0,BANANA,5.333298335443282,900.0,3855675.0,4,75.41
25,135.0,70.0,49.66,27.43,6.61,2000.0,BANANA,5.635789103502333,900.0,3855675.0,4,86.07
25,135.0,70.0,49.66,29.96,6.61,2000.0,BANANA,5.14999135701204,900.0,3855675.0,4,89.91
25,135.0,70.0,49.66,28.74,6.61,2000.0,BANANA,1.208960345836975,900.0,3855675.0,4,75.05
25,135.0,70.0,49.66,29.8,6.61,2000.0,BANANA,1.269760544863939,900.0,3855675.0,4,78.74
25,135.0,70.0,49.66,26.57,6.61,1614.74,BANANA,5.464213088260122,900.0,3855675.0,4,80.4
25,135.0,70.0,49.66,27.53,6.61,1626.14,BANANA,5.548180742561628,900.0,3855675.0,4,75.9
25,135.0,70.0,49.66,28.22,6.61,2000.0,BANANA,5.137150463826479,900.0,3855675.0,4,70.31
25,135.0,70.0,49.66,26.31,6.61,1768.86,BANANA,1.3297240096314962,900.0,3855675.0,4,74.4
25,135.0,70.0,49.66,26.02,6.61,1521.04,BANANA,5.637393353325012,900.0,3855675.0,4,75.64
25,135.0,70.0,49.66,28.68,6.61,2000.0,BANANA,5.631390977234442,900.0,3855675.0,4,78.87
25,135.0,70.0,49.66,28.57,6.61,1532.49,BANANA,1.1969481893889715,900.0,3855675.0,4,73.42
25,135.0,70.0,49.66,27.64,6.61,2000.0,BANANA,1.2412685890696329,900.0,3855675.0,4,87.47
25,135.0,70.0,49.66,27.96,6.61,2000.0,BANANA,0.982078472412158,900.0,3855675.0,4,84.1
25,135.0,70.0,49.66,27.66,6.61,2000.0,BANANA,5.4449685668737295,900.0,3855675.0,4,71.7
25,135.0,70.0,49.66,26.1,6.61,1984.21,BANANA,5.508497251470388,900.0,3855675.0,4,83.0
25,135.0,70.0,49.66,27.34,6.61,1563.6,BANANA,5.121997761949716,900.0,3855675.0,4,83.07
25,135.0,70.0,49.66,26.71,6.61,2000.0,BANANA,5.405016985207093,900.0,3855675.0,4,89.12
25,135.0,70.0,49.66,26.39,6.61,2000.0,BANANA,5.443023587547295,900.0,3855675.0,4,70.06
25,135.0,70.0,49.66,29.83,6.61,2000.0,BANANA,1.0784095813505905,900.0,3855675.0,4,74.96
25,135.0,70.0,49.66,28.4,6.61,1930.34,BANANA,1.3029127521808397,900.0,3855675.0,4,88.56
25,135.0,70.0,49.66,28.91,6.61,1820.3,BANANA,5.274485633294691,900.0,3855675.0,4,88.64
25,135.0,70.0,49.66,27.26,6.61,2000.0,BANANA,5.593744369447264,900.0,3855675.0,4,84.41
25,135.0,70.0,49.66,27.57,6.61,1691.24,BANANA,1.1786549963416462,900.0,3855675.0,4,85.32
25,135.0,70.0,49.66,26.95,6.61,2000.0,BANANA,0.7701082216960736,900.0,3855675.0,4,71.83
25,135.0,70.0,49.66,26.39,6.61,1905.71,BANANA,5.422524170002223,900.0,3855675.0,4,80.28
25,135.0,70.0,49.66,26.72,6.61,1541.08,BANANA,4.764990477435532,900.0,3855675.0,4,74.63
25,135.0,70.0,49.66,29.19,6.61,1847.29,BANANA,0.9400072584914712,900.0,3855675.0,4,73.62
25,135.0,70.0,49.66,28.71,6.61,1765.23,BANANA,1.0402767116551463,900.0,3855675.0,4,86.21
25,135.0,70.0,49.66,28.19,6.61,2000.0,BANANA,5.5071591331513865,900.0,3855675.0,4,72.7
25,135.0,70.0,49.66,27.9,6.61,2000.0,BANANA,5.056882545261575,900.0,3855675.0,4,79.37
25,135.0,70.0,49.66,29.69,6.61,1768.05,BANANA,5.216727629508083,900.0,3855675.0,4,88.77
25,135.0,70.0,49.66,26.29,6.61,2000.0,BANANA,0.9282193027394288,900.0,3855675.0,4,73.72
25,135.0,70.0,49.66,27.12,6.61,1555.36,BANANA,1.043804052173115,900.0,3855675.0,4,89.56
25,135.0,70.0,49.66,27.4,6.61,2000.0,BANANA,0.8878912573524571,900.0,3855675.0,4,89.89
25,135.0,70.0,49.66,29.13,6.61,1570.55,BANANA,5.039870419364591,900.0,3855675.0,4,81.11
25,135.0,70.0,49.66,29.97,6.61,2000.0,BANANA,5.220085518278463,900.0,3855675.0,4,73.4
25,135.0,70.0,49.66,26.96,6.61,2000.0,BANANA,4.96884060443921,900.0,3855675.0,4,76.32
25,135.0,70.0,49.66,29.5,6.61,2000.0,BANANA,0.4824261492442927,900.0,3855675.0,4,78.49
25,135.0,70.0,49.66,29.32,6.61,2000.0,BANANA,0.7466879474879752,900.0,3855675.0,4,76.19
25,135.0,70.0,49.66,26.9,6.61,2000.0,BANANA,4.14424522067556,900.0,3855675.0,4,75.61
25,135.0,70.0,49.66,27.6,6.61,2000.0,BANANA,4.714741822417382,900.0,3855675.0,4,89.44
25,135.0,70.0,49.66,27.64,6.61,2000.0,BANANA,0.904218150639886,900.0,3855675.0,4,73.07
25,135.0,70.0,49.66,29.91,6.61,2000.0,BANANA,1.0188473201992472,900.0,3855675.0,4,84.67
25,135.0,70.0,49.66,26.72,6.61,2000.0,BANANA,4.997617597014952,900.0,3855675.0,4,70.01
25,135.0,70.0,49.66,29.2,6.61,1617.06,BANANA,4.993895970091957,900.0,3855675.0,4,81.92
25,135.0,70.0,49.66,27.34,6.61,2000.0,BANANA,5.1813340110622175,900.0,3855675.0,4,88.32
25,135.0,70.0,49.66,28.92,6.61,1626.87,BANANA,1.1537315878891892,900.0,3855675.0,4,75.76
25,135.0,70.0,49.66,27.68,6.61,2000.0,BANANA,0.8712933659434192,900.0,3855675.0,4,73.71
25,135.0,70.0,49.66,28.31,6.61,1982.49,BANANA,1.0367368849500225,900.0,3855675.0,4,83.03
25,135.0,70.0,49.66,29.33,6.61,2000.0,BANANA,5.382980154426746,900.0,3855675.0,4,84.25
25,135.0,70.0,49.66,29.22,6.61,1510.05,BANANA,4.942998645380444,900.0,3855675.0,4,83.76
25,135.0,70.0,49.66,29.47,6.61,1694.84,BANANA,5.211396894517336,900.0,3855675.0,4,76.39
25,135.0,70.0,49.66,26.24,6.61,1991.33,BANANA,7.041849013462836,900.0,3855675.0,4,75.04
25,135.0,70.0,49.66,28.77,6.61,2000.0,BANANA,0.7275486072772778,900.0,3855675.0,4,89.12
25,135.0,70.0,49.66,26.56,6.61,1883.61,BANANA,0.9122827104766162,900.0,3855675.0,4,88.47
25,135.0,70.0,49.66,27.66,6.61,1924.37,BANANA,11.646153061453376,900.0,3855675.0,4,79.15
25,135.0,70.0,49.66,28.19,6.61,2000.0,BANANA,4.680463170023523,900.0,3855675.0,4,86.92
25,135.0,70.0,49.66,27.61,6.61,2000.0,BANANA,5.0125002207057685,900.0,3855675.0,4,79.05
25,29.41,41.44,27.88,28.94,6.51,664.61,BLACKGRAM,4.619763188290992,29208.38,18340706.17,1,65.26
25,29.41,41.44,27.88,31.77,6.51,692.76,BLACKGRAM,5.463280805795784,29208.38,18340706.17,1,53.37
25,29.41,41.44,27.88,29.76,6.51,683.02,BLACKGRAM,4.413040688203051,29208.38,18340706.17,1,62.63
25,29.41,41.44,27.88,34.94,6.51,629.82,BLACKGRAM,5.196561457593649,29208.38,18340706.17,1,51.71
25,29.41,41.44,27.88,32.29,6.51,791.56,BLACKGRAM,4.557868912870078,29208.38,18340706.17,1,68.94
25,29.41,41.44,27.88,34.52,6.51,680.86,BLACKGRAM,5.0944861262662,29208.38,18340706.17,1,55.83
25,29.41,41.44,27.88,33.35,6.51,775.07,BLACKGRAM,4.6701148746284735,29208.38,18340706.17,1,54.53
25,29.41,41.44,27.88,34.03,6.51,637.87,BLACKGRAM,5.423098083445343,29208.38,18340706.17,1,52.58
25,29.41,41.44,27.88,33.14,6.51,709.57,BLACKGRAM,4.740138046398576,29208.38,18340706.17,1,68.92
25,29.41,41.44,27.88,29.59,6.51,604.79,BLACKGRAM,5.43986033065764,29208.38,18340706.17,1,64.24
25,29.41,41.44,27.88,27.52,6.51,752.84,BLACKGRAM,0.6418538861723948,29208.38,18340706.17,1,64.83
25,29.41,41.44,27.88,28.7,6.51,716.18,BLACKGRAM,1.184789984909162,29208.38,18340706.17,1,59.99
25,29.41,41.44,27.88,25.2,6.51,725.12,BLACKGRAM,4.5125065011246726,29208.38,18340706.17,1,59.49
25,29.41,41.44,27.88,30.24,6.51,610.34,BLACKGRAM,5.431010908273502,29208.38,18340706.17,1,52.2
25,29.41,41.44,27.88,30.05,6.51,642.21,BLACKGRAM,0.598836501088704,29208.38,18340706.17,1,61.2
25,29.41,41.44,27.88,30.25,6.51,614.87,BLACKGRAM,1.0296194171811583,29208.38,18340706.17,1,54.94
25,29.41,41.44,27.88,34.74,6.51,657.78,BLACKGRAM,4.418358563921272,29208.38,18340706.17,1,69.54
25,29.41,41.44,27.88,34.11,6.51,725.49,BLACKGRAM,5.199877293734784,29208.38,18340706.17,1,65.93
25,29.41,41.44,27.88,26.62,6.51,713.24,BLACKGRAM,0.6312717768418579,29208.38,18340706.17,1,58.26
25,29.41,41.44,27.88,28.69,6.51,722.43,BLACKGRAM,0.9001613499442714,29208.38,18340706.17,1,53.03
25,29.41,41.44,27.88,29.24,6.51,709.85,BLACKGRAM,4.489310299893557,29208.38,18340706.17,1,65.71
25,29.41,41.44,27.88,28.61,6.51,654.61,BLACKGRAM,4.9930142853388535,29208.38,18340706.17,1,52.44
25,29.41,41.44,27.88,32.98,6.51,648.9,BLACKGRAM,0.7227059828014898,29208.38,18340706.17,1,53.79
25,29.41,41.44,27.88,30.24,6.51,627.41,BLACKGRAM,0.9707789171582248,29208.38,18340706.17,1,54.23
25,29.41,41.44,27.88,30.72,6.51,769.81,BLACKGRAM,4.669177315962384,29208.38,18340706.17,1,61.14
25,29.41,41.44,27.88,33.53,6.51,723.3,BLACKGRAM,5.10455056206934,29208.38,18340706.17,1,65.74
25,29.41,41.44,27.88,33.06,6.51,637.3,BLACKGRAM,0.8285518175661483,29208.38,18340706.17,1,56.29
25,29.41,41.44,27.88,26.32,6.51,635.44,BLACKGRAM,4.86422127564072,29208.38,18340706.17,1,51.69
25,29.41,41.44,27.88,32.14,6.51,774.61,BLACKGRAM,5.242487481587366,29208.38,18340706.17,1,59.29
25,29.41,41.44,27.88,29.35,6.51,748.55,BLACKGRAM,4.491105229700119,29208.38,18340706.17,1,64.96
25,29.41,41.44,27.88,27.95,6.51,731.88,BLACKGRAM,5.294861401574647,29208.38,18340706.17,1,54.43
25,29.41,41.44,27.88,25.5,6.51,681.37,BLACKGRAM,0.6678293725756554,29208.38,18340706.17,1,54.4
25,29.41,41.44,27.88,29.87,6.51,652.4,BLACKGRAM,4.562680134367139,29208.38,18340706.17,1,68.94
25,29.41,41.44,27.88,28.55,6.51,795.89,BLACKGRAM,5.166841003759651,29208.38,18340706.17,1,69.08
25,29.41,41.44,27.88,27.52,6.51,759.45,BLACKGRAM,0.7466879474879752,29208.38,18340706.17,1,69.81
25,29.41,41.44,27.88,31.95,6.51,660.36,BLACKGRAM,1.0508216248317612,29208.38,18340706.17,1,66.15
25,29.41,41.44,27.88,32.69,6.51,769.51,BLACKGRAM,4.719034442137138,29208.38,18340706.17,1,53.76
25,29.41,41.44,27.88,27.45,6.51,751.79,BLACKGRAM,5.29219868553986,29208.38,18340706.17,1,54.24
25,29.41,41.44,27.88,25.49,6.51,659.42,BLACKGRAM,0.5538851132264376,29208.38,18340706.17,1,56.8
25,29.41,41.44,27.88,33.49,6.51,685.31,BLACKGRAM,1.043804052173115,29208.38,18340706.17,1,56.36
25,29.41,41.44,27.88,25.1,6.51,637.19,BLACKGRAM,4.313212318673522,29208.38,18340706.17,1,69.13
25,29.41,41.44,27.88,34.37,6.51,622.21,BLACKGRAM,5.218407983319735,29208.38,18340706.17,1,65.78
25,29.41,41.44,27.88,31.28,6.51,744.55,BLACKGRAM,0.6151856390902335,29208.38,18340706.17,1,64.48
25,29.41,41.44,27.88,28.22,6.51,653.5,BLACKGRAM,1.1118575154181305,29208.38,18340706.17,1,53.72
25,29.41,41.44,27.88,27.46,6.51,764.01,BLACKGRAM,4.456554161659308,29208.38,18340706.17,1,68.19
25,29.41,41.44,27.88,25.09,6.51,799.12,BLACKGRAM,5.321887398060468,29208.38,18340706.17,1,66.56
25,29.41,41.44,27.88,27.35,6.51,615.32,BLACKGRAM,1.0331844833456545,29208.38,18340706.17,1,53.27
25,29.41,41.44,27.88,26.38,6.51,694.61,BLACKGRAM,4.513602992462601,29208.38,18340706.17,1,67.42
25,29.41,41.44,27.88,31.12,6.51,760.41,BLACKGRAM,5.204720717810452,29208.38,18340706.17,1,55.44
25,29.41,41.44,27.88,26.67,6.51,757.79,BLACKGRAM,0.7701082216960736,29208.38,18340706.17,1,51.62
25,29.41,41.44,27.88,30.29,6.51,752.0,BLACKGRAM,0.924258901523332,29208.38,18340706.17,1,63.14
25,29.41,41.44,27.88,30.9,6.51,669.8,BLACKGRAM,4.7622594012308666,29208.38,18340706.17,1,63.08
25,29.41,41.44,27.88,27.98,6.51,690.77,BLACKGRAM,5.032918502336713,29208.38,18340706.17,1,51.9
25,29.41,41.44,27.88,25.35,6.51,718.99,BLACKGRAM,0.6780335427498971,29208.38,18340706.17,1,56.38
25,29.41,41.44,27.88,25.37,6.51,794.79,BLACKGRAM,1.1662709371419244,29208.38,18340706.17,1,69.86
25,29.41,41.44,27.88,25.26,6.51,665.51,BLACKGRAM,4.5872098606110985,29208.38,18340706.17,1,63.57
25,29.41,41.44,27.88,32.39,6.51,784.63,BLACKGRAM,5.402902581738111,29208.38,18340706.17,1,64.6
25,29.41,41.44,27.88,28.18,6.51,653.87,BLACKGRAM,0.7929925155296614,29208.38,18340706.17,1,54.26
25,29.41,41.44,27.88,32.96,6.51,797.81,BLACKGRAM,1.085189268335969,29208.38,18340706.17,1,51.58
25,29.41,41.44,27.88,29.32,6.51,734.05,BLACKGRAM,4.8016411658864655,29208.38,18340706.17,1,55.54
25,29.41,41.44,27.88,29.53,6.51,692.7,BLACKGRAM,5.2836097376757625,29208.38,18340706.17,1,54.98
25,29.41,41.44,27.88,30.13,6.51,722.68,BLACKGRAM,0.7747271675523681,29208.38,18340706.17,1,54.69
25,29.41,41.44,27.88,32.13,6.51,654.51,BLACKGRAM,1.0367368849500225,29208.38,18340706.17,1,53.86
25,29.41,41.44,27.88,27.74,6.51,654.83,BLACKGRAM,4.772462703762286,29208.38,18340706.17,1,61.5
25,29.41,41.44,27.88,26.22,6.51,622.71,BLACKGRAM,5.209486152841421,29208.38,18340706.17,1,56.56
25,29.41,41.44,27.88,30.56,6.51,622.81,BLACKGRAM,1.0188473201992472,29208.38,18340706.17,1,66.41
25,29.41,41.44,27.88,28.27,6.51,669.53,BLACKGRAM,4.799914262780603,29208.38,18340706.17,1,53.68
25,29.41,41.44,27.88,29.42,6.51,752.57,BLACKGRAM,5.1813340110622175,29208.38,18340706.17,1,59.29
25,29.41,41.44,27.88,31.47,6.51,721.59,BLACKGRAM,0.904218150639886,29208.38,18340706.17,1,50.27
25,29.41,41.44,27.88,29.94,6.51,620.52,BLACKGRAM,1.0473189942805592,29208.38,18340706.17,1,59.63
25,29.41,41.44,27.88,31.2,6.51,770.45,BLACKGRAM,4.996468754178678,29208.38,18340706.17,1,51.12
25,29.41,41.44,27.88,30.44,6.51,720.27,BLACKGRAM,5.224240163151721,29208.38,18340706.17,1,69.55
25,78.12,49.75,44.17,28.38,6.5,1188.0,CHILLIES,4.330733340286331,29208.38,18340706.17,1,50.12
25,78.12,49.75,44.17,20.22,6.5,791.82,CHILLIES,3.7709201644501458,29208.38,18340706.17,1,54.31
25,78.12,49.75,44.17,22.33,6.5,1046.51,CHILLIES,4.0353020215883175,29208.38,18340706.17,1,50.5
25,78.12,49.75,44.17,27.57,6.5,919.19,CHILLIES,4.214642950244135,29208.38,18340706.17,1,65.09
25,78.12,49.75,44.17,25.86,6.5,965.11,CHILLIES,4.61512051684126,29208.38,18340706.17,1,52.91
25,78.12,49.75,44.17,27.83,6.5,836.09,CHILLIES,0.5596157879354227,29208.38,18340706.17,1,67.38
25,78.12,49.75,44.17,27.46,6.5,1178.89,CHILLIES,3.9318256327243257,29208.38,18340706.17,1,62.87
25,78.12,49.75,44.17,20.51,6.5,943.01,CHILLIES,0.5481214085096876,29208.38,18340706.17,1,54.59
25,78.12,49.75,44.17,28.93,6.5,1162.67,CHILLIES,0.3074846997479606,29208.38,18340706.17,1,53.15
25,78.12,49.75,44.17,22.27,6.5,604.55,CHILLIES,0.6043159668533296,29208.38,18340706.17,1,62.55
25,78.12,49.75,44.17,25.53,6.5,943.6,CHILLIES,4.071246510976124,29208.38,18340706.17,1,68.02
25,78.12,49.75,44.17,26.44,6.5,1030.31,CHILLIES,4.30040977200156,29208.38,18340706.17,1,64.37
25,78.12,49.75,44.17,21.69,6.5,1047.05,CHILLIES,0.3220834991691133,29208.38,18340706.17,1,56.97
25,78.12,49.75,44.17,29.76,6.5,1142.99,CHILLIES,4.110873864173311,29208.38,18340706.17,1,61.75
25,78.12,49.75,44.17,24.88,6.5,602.64,CHILLIES,4.151039905898646,29208.38,18340706.17,1,56.22
25,78.12,49.75,44.17,20.58,6.5,600.2,CHILLIES,0.4317824164255378,29208.38,18340706.17,1,69.98
25,78.12,49.75,44.17,29.37,6.5,883.36,CHILLIES,3.044522437723423,29208.38,18340706.17,1,64.98
25,78.12,49.75,44.17,25.86,6.5,617.58,CHILLIES,0.4252677354043441,29208.38,18340706.17,1,62.29
25,78.12,49.75,44.17,26.99,6.5,1184.72,CHILLIES,0.5877866649021191,29208.38,18340706.17,1,58.47
25,78.12,49.75,44.17,25.25,6.5,733.24,CHILLIES,0.4054651081081644,29208.38,18340706.17,1,62.36
