district_name,N,P,K,temperature,humidity,ph,rainfall,label,yield,NPK_total,NPK_ratio,Climate_score,Temp_humidity_interaction,Soil_quality_score
2,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,49.02,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
1,54.63,37.03,36.6,25.92,84.5,6.76,819.19,LENTIL,26.47,128.26,0.741952998207891,38.17557,2190.2400000000002,9.48557850406423
22,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GROUNDNUT,50.18,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
18,78.12,49.75,44.17,25.92,84.5,6.5,819.19,POMEGRANATE,9.09,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
32,78.12,49.75,44.17,25.92,84.5,6.5,819.19,WATERMELON,40.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,1.67,254.66,1.128196547482897,38.11557,2185.056,9.905914153272146
29,78.12,49.75,44.17,25.92,83.2,6.5,819.19,WHEAT,1.02,172.04000000000002,0.8317717117571155,37.78557,2156.5440000000003,10.0
5,78.12,49.75,44.17,25.92,84.5,6.5,819.19,PIGEONPEAS,268.22,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
19,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,0.16,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
23,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SUNFLOWER,100.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
3,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GROUNDNUT,0.73,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
26,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SUNFLOWER,52.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
24,78.12,49.75,44.17,25.92,84.5,6.5,819.19,POMEGRANATE,33.33,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
34,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,33.33,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
22,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,2.4,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
20,78.12,49.75,44.17,25.92,84.5,6.5,819.19,CHILLIES,100.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,0.61,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
28,78.12,49.75,44.17,25.92,83.3,6.5,819.19,WATERMELON,0.5,172.04000000000002,0.8317717117571155,37.81557,2159.136,10.0
24,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,1.0,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
23,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,175.67,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
20,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,2.54,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
4,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,0.64,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,WHEAT,0.69,172.04000000000002,0.8317717117571155,38.11557,2185.056,10.0
28,131.61,70.63,113.98,24.8,83.3,6.86,748.0,POTATO,81.42,316.22,0.7129082892968512,37.153999999999996,2065.84,9.037070778731959
4,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,50.4,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
5,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,100.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
7,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SUNFLOWER,66.67,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
10,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JOWAR,0.33,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
34,78.12,49.75,44.17,25.92,84.5,6.5,819.19,MAIZE,56.25,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
3,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,75.78,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
35,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JUTE,40.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
5,78.12,49.75,44.17,25.92,84.5,6.5,819.19,POMEGRANATE,15.62,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
8,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,0.37,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
6,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GROUNDNUT,50.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,48.18,35.0,25.0,25.92,84.5,6.73,819.19,NIGER SEED,59.91,108.18,0.8029999866166669,38.17557,2190.2400000000002,9.595142376793728
35,91.76,53.12,49.74,25.92,84.5,6.73,819.19,SESAMUM,0.47,194.62,0.8920863222624313,38.17557,2190.2400000000002,9.595142376793728
9,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,60.87,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
13,48.18,35.0,25.0,25.92,84.5,6.73,819.19,NIGER SEED,14.63,108.18,0.8029999866166669,38.17557,2190.2400000000002,9.595142376793728
10,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,78.95,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
6,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.27,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
24,78.12,49.75,44.17,25.92,84.5,6.5,819.19,POMEGRANATE,0.29,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,GROUNDNUT,57.14,172.04000000000002,0.8317717117571155,38.11557,2185.056,10.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,MAIZE,0.72,172.04000000000002,0.8317717117571155,38.11557,2185.056,10.0
2,78.12,49.75,44.17,25.92,84.5,6.5,819.19,CHILLIES,52.75,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
34,78.12,49.75,44.17,25.92,84.5,6.5,819.19,MAIZE,0.5,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
34,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,1.29,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
20,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ONION,92.47,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
24,78.12,49.75,44.17,25.92,84.5,6.5,819.19,WATERMELON,0.18,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
29,78.12,49.75,44.17,25.92,83.2,6.5,819.19,WHEAT,1.15,172.04000000000002,0.8317717117571155,37.78557,2156.5440000000003,10.0
6,48.18,35.0,25.0,25.92,84.5,6.73,819.19,NIGER SEED,30.24,108.18,0.8029999866166669,38.17557,2190.2400000000002,9.595142376793728
29,78.12,49.75,44.17,25.92,83.2,6.5,819.19,GROUNDNUT,0.36,172.04000000000002,0.8317717117571155,37.78557,2156.5440000000003,10.0
3,78.12,49.75,44.17,25.92,84.5,6.5,819.19,CHILLIES,58.82,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,CHILLIES,0.43,172.04000000000002,0.8317717117571155,38.11557,2185.056,10.0
13,131.61,70.63,113.98,25.92,84.5,6.86,819.19,POTATO,6925.93,316.22,0.7129082892968512,38.17557,2190.2400000000002,9.037070778731959
12,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,77.55,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
10,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,1.8,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
2,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,100.0,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
12,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,133.33,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
25,135.0,70.0,49.66,25.92,84.3,6.61,819.19,BANANA,409.77,254.66,1.128196547482897,38.11557,2185.056,9.905914153272146
8,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ONION,148.15,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
14,78.12,49.75,44.17,30.0,82.5,6.5,700.0,GRAPES,63.33,172.04000000000002,0.8317717117571155,38.85,2475.0,10.0
8,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,52.94,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
21,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SUNFLOWER,50.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
21,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ONION,155.89,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
21,78.12,49.75,44.17,25.92,84.5,6.5,819.19,PIGEONPEAS,205.32,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
7,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,200.0,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
33,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,0.3,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
18,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,31.03,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
21,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,0.82,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
5,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,121.98,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
8,131.61,70.63,113.98,25.92,84.5,6.86,819.19,POTATO,8350.94,316.22,0.7129082892968512,38.17557,2190.2400000000002,9.037070778731959
8,131.61,70.63,113.98,25.92,84.5,6.86,819.19,POTATO,83.1,316.22,0.7129082892968512,38.17557,2190.2400000000002,9.037070778731959
20,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JUTE,50.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
32,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,0.29,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,54.63,37.03,36.6,25.92,84.5,6.76,819.19,LENTIL,40.08,128.26,0.741952998207891,38.17557,2190.2400000000002,9.48557850406423
14,78.12,49.75,44.17,25.92,82.5,6.5,819.19,MAIZE,1.0,172.04000000000002,0.8317717117571155,37.57557,2138.4,10.0
32,78.12,49.75,44.17,25.92,84.5,6.5,819.19,COCONUT,56.25,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
35,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,101.41,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
0,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,22.22,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
9,78.12,49.75,44.17,25.92,84.5,6.5,819.19,POMEGRANATE,23.08,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
24,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ONION,0.94,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
10,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,2.36,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
25,78.12,49.75,44.17,25.92,84.3,6.5,819.19,SUNFLOWER,40.74,172.04000000000002,0.8317717117571155,38.11557,2185.056,10.0
11,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GROUNDNUT,0.35,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
9,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,34.78,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SUNFLOWER,33.33,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
6,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,0.64,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
21,78.12,49.75,44.17,25.92,84.5,6.5,819.19,COCONUT,38.71,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,KIDNEYBEANS,10.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
21,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,62.66,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
21,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JUTE,55.17,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,12.43,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,PIGEONPEAS,1.36,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
1,48.18,35.0,25.0,25.92,84.5,6.73,819.19,NIGER SEED,67.88,108.18,0.8029999866166669,38.17557,2190.2400000000002,9.595142376793728
12,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,0.89,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
6,78.12,49.75,44.17,25.92,84.5,6.5,819.19,CHILLIES,0.36,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,58.82,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
22,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.28,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
8,54.63,37.03,36.6,25.92,84.5,6.76,819.19,LENTIL,113.12,128.26,0.741952998207891,38.17557,2190.2400000000002,9.48557850406423
9,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.88,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,1.36,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
20,54.63,37.03,36.6,25.92,84.5,6.76,819.19,LENTIL,133.57,128.26,0.741952998207891,38.17557,2190.2400000000002,9.48557850406423
29,78.12,49.75,44.17,30.0,83.2,6.5,650.0,RICE,83.45,172.04000000000002,0.8317717117571155,38.910000000000004,2496.0,10.0
0,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JUTE,50.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
7,78.12,49.75,44.17,25.92,84.5,6.5,819.19,MAIZE,33.33,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
19,78.12,49.75,44.17,25.92,84.5,6.5,819.19,COCONUT,0.33,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
13,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,2.19,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
29,78.12,49.75,44.17,25.92,83.2,6.5,819.19,GRAPES,0.84,172.04000000000002,0.8317717117571155,37.78557,2156.5440000000003,10.0
25,54.63,37.03,36.6,30.0,84.3,6.76,800.0,LENTIL,0.53,128.26,0.741952998207891,39.69,2529.0,9.48557850406423
26,78.12,49.75,44.17,25.92,84.5,6.5,819.19,COCONUT,75.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
2,78.12,49.75,44.17,25.92,84.5,6.5,819.19,MAIZE,1.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
29,135.0,70.0,49.66,25.92,83.2,6.61,819.19,BANANA,1.41,254.66,1.128196547482897,37.78557,2156.5440000000003,9.905914153272146
31,78.12,49.75,44.17,25.0,82.3,6.5,344.44,ONION,16.9,172.04000000000002,0.8317717117571155,35.72332,2057.5,10.0
29,78.12,49.75,44.17,25.92,83.2,6.5,819.19,GROUNDNUT,26.67,172.04000000000002,0.8317717117571155,37.78557,2156.5440000000003,10.0
19,78.12,49.75,44.17,25.92,84.5,6.5,819.19,APPLE,0.5,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
32,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JUTE,46.55,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
14,91.76,53.12,49.74,19.89,82.5,6.73,735.08,SESAMUM,2.65,194.62,0.8920863222624313,34.91124000000001,1640.925,9.595142376793728
24,78.12,49.75,44.17,25.92,84.5,6.5,819.19,KIDNEYBEANS,25.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
28,78.12,49.75,44.17,25.92,83.3,6.5,819.19,ONION,215.26,172.04000000000002,0.8317717117571155,37.81557,2159.136,10.0
18,78.12,49.75,44.17,25.92,84.5,6.5,819.19,COCONUT,40.74,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,25.76,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
0,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ORANGE,11.58,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
19,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GROUNDNUT,12.5,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JOWAR,0.33,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
12,78.12,49.75,44.17,25.92,84.5,6.5,819.19,PIGEONPEAS,68.31,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
5,131.61,70.63,113.98,25.92,84.5,6.86,819.19,POTATO,45.96,316.22,0.7129082892968512,38.17557,2190.2400000000002,9.037070778731959
18,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,60.09,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,53.54,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
22,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JUTE,25.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
10,91.76,53.12,49.74,25.92,84.5,6.73,819.19,SESAMUM,0.71,194.62,0.8920863222624313,38.17557,2190.2400000000002,9.595142376793728
15,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.25,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
0,78.12,49.75,44.17,25.92,84.5,6.5,819.19,JOWAR,50.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
20,92.43,47.28,48.35,25.92,84.5,6.52,819.19,BAJRA,23.33,188.06,0.9665376872682456,38.17557,2190.2400000000002,9.99687548823039
20,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.36,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,COCONUT,22.97,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
8,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,203.45,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.25,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
34,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,30.98,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
34,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,0.14,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,100.0,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
22,78.12,49.75,44.17,25.92,84.5,6.5,819.19,PIGEONPEAS,44.16,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,78.12,49.75,44.17,25.92,84.5,6.5,819.19,MAIZE,0.5,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
0,78.12,49.75,44.17,25.92,84.5,6.5,819.19,KIDNEYBEANS,25.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
12,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,39.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
32,78.12,49.75,44.17,25.92,84.5,6.5,819.19,WHEAT,153.85,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
9,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,1.33,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
21,135.0,70.0,49.66,25.92,84.5,6.61,819.19,BANANA,185.71,254.66,1.128196547482897,38.17557,2190.2400000000002,9.905914153272146
18,78.12,49.75,44.17,25.92,84.5,6.5,819.19,KIDNEYBEANS,66.67,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
28,91.76,53.12,49.74,19.4,83.3,6.73,848.0,SESAMUM,127.23,194.62,0.8920863222624313,35.294,1616.0199999999998,9.595142376793728
32,29.41,41.44,27.88,25.92,84.5,6.51,819.19,BLACKGRAM,100.0,98.72999999999999,0.42426427547224077,38.17557,2190.2400000000002,9.999218780516783
13,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,0.44,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
22,78.12,49.75,44.17,25.92,84.5,6.5,819.19,APPLE,0.4,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
12,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,34.31,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
12,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,54.55,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
9,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ONION,1.21,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,0.4,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
12,131.61,70.63,113.98,25.92,84.5,6.86,819.19,POTATO,8299.31,316.22,0.7129082892968512,38.17557,2190.2400000000002,9.037070778731959
4,78.12,49.75,44.17,25.92,84.5,6.5,819.19,RICE,25.28,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
2,34.62,39.62,21.15,25.92,84.5,6.48,819.19,MOTHBEANS,76.94,95.38999999999999,0.5696889819040812,38.17557,2190.2400000000002,9.99687548823039
26,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SUNFLOWER,42.22,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
29,78.12,49.75,44.17,25.92,83.2,6.5,819.19,ONION,181.25,172.04000000000002,0.8317717117571155,37.78557,2156.5440000000003,10.0
15,78.12,49.75,44.17,25.92,84.5,6.5,819.19,SOYABEAN,10.26,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
11,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ORANGE,20.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
28,48.18,35.0,25.0,25.92,83.3,6.73,819.19,NIGER SEED,88.61,108.18,0.8029999866166669,37.81557,2159.136,9.595142376793728
0,78.12,49.75,44.17,25.92,84.5,6.5,819.19,ONION,1.79,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
27,78.12,49.75,44.17,25.92,84.5,6.5,819.19,GRAPES,1.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
6,78.12,49.75,44.17,25.92,84.5,6.5,819.19,CHILLIES,100.0,172.04000000000002,0.8317717117571155,38.17557,2190.2400000000002,10.0
