district,nitrogen,phosphorus,potassium,temperature,ph,rainfall,label,yield,area,season,humidity,irrigation_type,soil_type,year
25,135.0,70.0,49.66,29.33,6.61,2000.0,BANANA,2.1590934037524114,900.0,4,84.25,2,0,13
25,135.0,70.0,49.66,29.22,6.61,1510.05,BANANA,2.1590934037524114,900.0,4,83.76,2,0,0
25,135.0,70.0,49.66,29.47,6.61,1694.84,BANANA,2.1590934037524114,900.0,4,76.39,2,0,1
25,135.0,70.0,49.66,26.24,6.61,1991.33,BANANA,2.1590934037524114,900.0,4,75.04,2,0,2
25,135.0,70.0,49.66,28.77,6.61,2000.0,BANANA,2.1590934037524114,900.0,4,89.12,2,0,3
25,135.0,70.0,49.66,26.56,6.61,1883.61,BANANA,2.1590934037524114,900.0,4,88.47,2,0,4
25,135.0,70.0,49.66,27.66,6.61,1924.37,BANANA,2.1590934037524114,900.0,4,79.15,2,0,5
25,135.0,70.0,49.66,28.19,6.61,2000.0,BANANA,2.1590934037524114,900.0,4,86.92,2,0,6
25,135.0,70.0,49.66,27.61,6.61,2000.0,BANANA,2.1590934037524114,900.0,4,79.05,2,0,7
25,29.41,41.44,27.88,28.94,6.51,664.61,BLACKGRAM,0.7490576493736499,29208.38,1,65.26,0,1,8
25,29.41,41.44,27.88,31.77,6.51,692.76,BLACKGRAM,0.7490576493736499,29208.38,1,53.37,0,1,9
25,29.41,41.44,27.88,29.76,6.51,683.02,BLACKGRAM,0.7490576493736499,29208.38,1,62.63,0,1,10
25,29.41,41.44,27.88,34.94,6.51,629.82,BLACKGRAM,0.7490576493736499,29208.38,1,51.71,0,1,11
25,29.41,41.44,27.88,32.29,6.51,791.56,BLACKGRAM,0.7490576493736499,29208.38,1,68.94,0,1,12
25,29.41,41.44,27.88,34.52,6.51,680.86,BLACKGRAM,0.7490576493736499,29208.38,1,55.83,0,1,13
25,29.41,41.44,27.88,33.35,6.51,775.07,BLACKGRAM,0.7490576493736499,29208.38,1,54.53,0,1,0
25,29.41,41.44,27.88,34.03,6.51,637.87,BLACKGRAM,0.7490576493736499,29208.38,1,52.58,0,1,1
25,29.41,41.44,27.88,33.14,6.51,709.57,BLACKGRAM,0.7490576493736499,29208.38,1,68.92,0,1,2
25,29.41,41.44,27.88,29.59,6.51,604.79,BLACKGRAM,0.7490576493736499,29208.38,1,64.24,0,1,3
25,29.41,41.44,27.88,27.52,6.51,752.84,BLACKGRAM,0.7490576493736499,29208.38,1,64.83,0,1,4
25,29.41,41.44,27.88,28.7,6.51,716.18,BLACKGRAM,0.7490576493736499,29208.38,1,59.99,0,1,5
25,29.41,41.44,27.88,25.2,6.51,725.12,BLACKGRAM,0.7490576493736499,29208.38,1,59.49,0,1,6
25,29.41,41.44,27.88,30.24,6.51,610.34,BLACKGRAM,0.7490576493736499,29208.38,1,52.2,0,1,7
25,29.41,41.44,27.88,30.05,6.51,642.21,BLACKGRAM,0.7490576493736499,29208.38,1,61.2,0,1,8
25,29.41,41.44,27.88,30.25,6.51,614.87,BLACKGRAM,0.7490576493736499,29208.38,1,54.94,0,1,9
25,29.41,41.44,27.88,34.74,6.51,657.78,BLACKGRAM,0.7490576493736499,29208.38,1,69.54,0,1,10
25,29.41,41.44,27.88,34.11,6.51,725.49,BLACKGRAM,0.7490576493736499,29208.38,1,65.93,0,1,11
25,29.41,41.44,27.88,26.62,6.51,713.24,BLACKGRAM,0.7490576493736499,29208.38,1,58.26,0,1,12
25,29.41,41.44,27.88,28.69,6.51,722.43,BLACKGRAM,0.7490576493736499,29208.38,1,53.03,0,1,13
25,29.41,41.44,27.88,29.24,6.51,709.85,BLACKGRAM,0.7490576493736499,29208.38,1,65.71,0,1,0
25,29.41,41.44,27.88,28.61,6.51,654.61,BLACKGRAM,0.7490576493736499,29208.38,1,52.44,0,1,1
25,29.41,41.44,27.88,32.98,6.51,648.9,BLACKGRAM,0.7490576493736499,29208.38,1,53.79,0,1,2
25,29.41,41.44,27.88,30.24,6.51,627.41,BLACKGRAM,0.7490576493736499,29208.38,1,54.23,0,1,3
25,29.41,41.44,27.88,30.72,6.51,769.81,BLACKGRAM,0.7490576493736499,29208.38,1,61.14,0,1,4
25,29.41,41.44,27.88,33.53,6.51,723.3,BLACKGRAM,0.7490576493736499,29208.38,1,65.74,0,1,5
25,29.41,41.44,27.88,33.06,6.51,637.3,BLACKGRAM,0.7490576493736499,29208.38,1,56.29,0,1,6
25,29.41,41.44,27.88,26.32,6.51,635.44,BLACKGRAM,0.7490576493736499,29208.38,1,51.69,0,1,7
25,29.41,41.44,27.88,32.14,6.51,774.61,BLACKGRAM,0.7490576493736499,29208.38,1,59.29,0,1,8
25,29.41,41.44,27.88,29.35,6.51,748.55,BLACKGRAM,0.7490576493736499,29208.38,1,64.96,0,1,9
25,29.41,41.44,27.88,27.95,6.51,731.88,BLACKGRAM,0.7490576493736499,29208.38,1,54.43,0,1,10
25,29.41,41.44,27.88,25.5,6.51,681.37,BLACKGRAM,0.7490576493736499,29208.38,1,54.4,0,1,11
25,29.41,41.44,27.88,29.87,6.51,652.4,BLACKGRAM,0.7490576493736499,29208.38,1,68.94,0,1,12
25,29.41,41.44,27.88,28.55,6.51,795.89,BLACKGRAM,0.7490576493736499,29208.38,1,69.08,0,1,13
25,29.41,41.44,27.88,27.52,6.51,759.45,BLACKGRAM,0.7490576493736499,29208.38,1,69.81,0,1,0
25,29.41,41.44,27.88,31.95,6.51,660.36,BLACKGRAM,0.7490576493736499,29208.38,1,66.15,0,1,1
25,29.41,41.44,27.88,32.69,6.51,769.51,BLACKGRAM,0.7490576493736499,29208.38,1,53.76,0,1,2
25,29.41,41.44,27.88,27.45,6.51,751.79,BLACKGRAM,0.7490576493736499,29208.38,1,54.24,0,1,3
25,29.41,41.44,27.88,25.49,6.51,659.42,BLACKGRAM,0.7490576493736499,29208.38,1,56.8,0,1,4
25,29.41,41.44,27.88,33.49,6.51,685.31,BLACKGRAM,0.7490576493736499,29208.38,1,56.36,0,1,5
25,29.41,41.44,27.88,25.1,6.51,637.19,BLACKGRAM,0.7490576493736499,29208.38,1,69.13,0,1,6
25,29.41,41.44,27.88,34.37,6.51,622.21,BLACKGRAM,0.7490576493736499,29208.38,1,65.78,0,1,7
25,29.41,41.44,27.88,31.28,6.51,744.55,BLACKGRAM,0.7490576493736499,29208.38,1,64.48,0,1,8
25,29.41,41.44,27.88,28.22,6.51,653.5,BLACKGRAM,0.7490576493736499,29208.38,1,53.72,0,1,9
25,29.41,41.44,27.88,27.46,6.51,764.01,BLACKGRAM,0.7490576493736499,29208.38,1,68.19,0,1,10
25,29.41,41.44,27.88,25.09,6.51,799.12,BLACKGRAM,0.7490576493736499,29208.38,1,66.56,0,1,11
25,29.41,41.44,27.88,27.35,6.51,615.32,BLACKGRAM,0.7490576493736499,29208.38,1,53.27,0,1,12
25,29.41,41.44,27.88,26.38,6.51,694.61,BLACKGRAM,0.7490576493736499,29208.38,1,67.42,0,1,13
25,29.41,41.44,27.88,31.12,6.51,760.41,BLACKGRAM,0.7490576493736499,29208.38,1,55.44,0,1,0
25,29.41,41.44,27.88,26.67,6.51,757.79,BLACKGRAM,0.7490576493736499,29208.38,1,51.62,0,1,1
25,29.41,41.44,27.88,30.29,6.51,752.0,BLACKGRAM,0.7490576493736499,29208.38,1,63.14,0,1,2
25,29.41,41.44,27.88,30.9,6.51,669.8,BLACKGRAM,0.7490576493736499,29208.38,1,63.08,0,1,3
25,29.41,41.44,27.88,27.98,6.51,690.77,BLACKGRAM,0.7490576493736499,29208.38,1,51.9,0,1,4
25,29.41,41.44,27.88,25.35,6.51,718.99,BLACKGRAM,0.7490576493736499,29208.38,1,56.38,0,1,5
25,29.41,41.44,27.88,25.37,6.51,794.79,BLACKGRAM,0.7490576493736499,29208.38,1,69.86,0,1,6
25,29.41,41.44,27.88,25.26,6.51,665.51,BLACKGRAM,0.7490576493736499,29208.38,1,63.57,0,1,7
25,29.41,41.44,27.88,32.39,6.51,784.63,BLACKGRAM,0.7490576493736499,29208.38,1,64.6,0,1,8
25,29.41,41.44,27.88,28.18,6.51,653.87,BLACKGRAM,0.7490576493736499,29208.38,1,54.26,0,1,9
25,29.41,41.44,27.88,32.96,6.51,797.81,BLACKGRAM,0.7490576493736499,29208.38,1,51.58,0,1,10
25,29.41,41.44,27.88,29.32,6.51,734.05,BLACKGRAM,0.7490576493736499,29208.38,1,55.54,0,1,11
25,29.41,41.44,27.88,29.53,6.51,692.7,BLACKGRAM,0.7490576493736499,29208.38,1,54.98,0,1,12
25,29.41,41.44,27.88,30.13,6.51,722.68,BLACKGRAM,0.7490576493736499,29208.38,1,54.69,0,1,13
25,29.41,41.44,27.88,32.13,6.51,654.51,BLACKGRAM,0.7490576493736499,29208.38,1,53.86,0,1,0
25,29.41,41.44,27.88,27.74,6.51,654.83,BLACKGRAM,0.7490576493736499,29208.38,1,61.5,0,1,1
25,29.41,41.44,27.88,26.22,6.51,622.71,BLACKGRAM,0.7490576493736499,29208.38,1,56.56,0,1,2
25,29.41,41.44,27.88,30.56,6.51,622.81,BLACKGRAM,0.7490576493736499,29208.38,1,66.41,0,1,3
25,29.41,41.44,27.88,28.27,6.51,669.53,BLACKGRAM,0.7490576493736499,29208.38,1,53.68,0,1,4
25,29.41,41.44,27.88,29.42,6.51,752.57,BLACKGRAM,0.7490576493736499,29208.38,1,59.29,0,1,5
25,29.41,41.44,27.88,31.47,6.51,721.59,BLACKGRAM,0.7490576493736499,29208.38,1,50.27,0,1,6
25,29.41,41.44,27.88,29.94,6.51,620.52,BLACKGRAM,0.7490576493736499,29208.38,1,59.63,0,1,7
25,29.41,41.44,27.88,31.2,6.51,770.45,BLACKGRAM,0.7490576493736499,29208.38,1,51.12,0,1,8
25,29.41,41.44,27.88,30.44,6.51,720.27,BLACKGRAM,0.7490576493736499,29208.38,1,69.55,0,1,9
25,78.12,49.75,44.17,28.38,6.5,1188.0,CHILLIES,0.7490576493736499,29208.38,1,50.12,2,0,10
25,78.12,49.75,44.17,20.22,6.5,791.82,CHILLIES,0.7490576493736499,29208.38,1,54.31,2,0,11
25,78.12,49.75,44.17,22.33,6.5,1046.51,CHILLIES,0.7490576493736499,29208.38,1,50.5,2,0,12
25,78.12,49.75,44.17,27.57,6.5,919.19,CHILLIES,0.7490576493736499,29208.38,1,65.09,2,0,13
25,78.12,49.75,44.17,25.86,6.5,965.11,CHILLIES,0.7490576493736499,29208.38,1,52.91,2,0,0
25,78.12,49.75,44.17,27.83,6.5,836.09,CHILLIES,0.7490576493736499,29208.38,1,67.38,2,0,1
25,78.12,49.75,44.17,27.46,6.5,1178.89,CHILLIES,0.7490576493736499,29208.38,1,62.87,2,0,2
25,78.12,49.75,44.17,20.51,6.5,943.01,CHILLIES,0.7490576493736499,29208.38,1,54.59,2,0,3
25,78.12,49.75,44.17,28.93,6.5,1162.67,CHILLIES,0.7490576493736499,29208.38,1,53.15,2,0,4
25,78.12,49.75,44.17,22.27,6.5,604.55,CHILLIES,0.7490576493736499,29208.38,1,62.55,2,0,5
25,78.12,49.75,44.17,25.53,6.5,943.6,CHILLIES,0.7490576493736499,29208.38,1,68.02,2,0,6
25,78.12,49.75,44.17,26.44,6.5,1030.31,CHILLIES,0.7490576493736499,29208.38,1,64.37,2,0,7
25,78.12,49.75,44.17,21.69,6.5,1047.05,CHILLIES,0.7490576493736499,29208.38,1,56.97,2,0,8
25,78.12,49.75,44.17,29.76,6.5,1142.99,CHILLIES,0.7490576493736499,29208.38,1,61.75,2,0,9
25,78.12,49.75,44.17,24.88,6.5,602.64,CHILLIES,0.7490576493736499,29208.38,1,56.22,2,0,10
25,78.12,49.75,44.17,20.58,6.5,600.2,CHILLIES,0.7490576493736499,29208.38,1,69.98,2,0,11
25,78.12,49.75,44.17,29.37,6.5,883.36,CHILLIES,0.7490576493736499,29208.38,1,64.98,2,0,12
